作品名称,简介
《夜色温柔》,《夜色温柔》是2011年在人民文学出版社出版的小说，作者是菲茨杰拉德，译者是主万、叶尊。
《老人与海》,《老人与海》是美国作家海明威于1951年在古巴写的一篇中篇小说，于1952年出版。
《乞力马扎罗的雪》,《乞力马扎罗的雪》是美国作家海明威创作的一部中篇小说。故事主要讲述一个作家哈里去非洲狩猎，途中汽车抛锚，皮肤被刺划破，染上坏疽病。他和他的情人在等待一架飞机来把他送到医院治疗。
《永别了，武器》,《永别了，武器》是美国小说家欧内斯特·海明威创作的长篇小说，是其早期代表作，首次出版于1929年9月27日。
《少年维特的烦恼》,《少年维特的烦恼》是德国作家歌德创作的中篇小说。该书于1774年秋天在莱比锡书籍展览会上面世，并在那里成了畅销书。
《浮士德》,《浮士德》是德国作家歌德创作的一部长达12111行的诗剧，第一部出版于1808年，共二十五场，不分幕。第二部共二十七场，分五幕。全剧没有首尾连贯的情节，而是以浮士德思想的发展变化为线索，以德国民间传说为题材，以文艺复兴以来的德国和欧洲社会为背景，写一个新兴资产阶级先进知识分子不满现实，竭力探索人生意义和社会理想的生活道路。是一部现实主义和浪漫主义结合得十分完好的诗剧。
《布登勃洛克一家》,《布登勃洛克一家》是德国作家托马斯·曼早期写的一部长篇小说，首次出版于1901年。
《帝国三部曲》,《银河帝国三部曲》是一部经典科幻小说，作者是美国作家艾萨克·阿西莫夫，三部曲包括三部长篇小说与一篇短篇小说。
《亨利四世》,德国作家亨利希·曼的一部长篇历史小说《亨利四世》。小说取材于16世纪法国宗教战争，以现实主义手法描写了法王亨利四世顺应人民愿望、统一法国的业绩，塑造了一个代表人民利益的君王形象，与当时不可一世的希特勒形成鲜明对比。作品以人道主义的思想内容和完美的艺术形式，成为历史小说创作的范例。
《纯粹理性批判》,《康德的《纯粹理性批判》》是2008年9月1日人民出版社出版的图书，作者是奥特弗里德·赫费。
《实践理性批判》,《实践理性批判》是德国哲学家伊曼努尔·康德创作的哲学著作，该书首次出版于1788年，是康德的哲学巨著三部曲中的第二部，第一部是1781年出版的《纯粹理性批判》，第三部是1790年出版的《判断力批判》。
《判断力批判》,本书以作者所译的《判断力批判》为读本、采取逐节讲解的方法，尽量追踪和重现出康德本人在写作该书时的思路，而在某些困难的地方则根据需要进行逐句讲解，特别是最困难的序言和导言部分，全部都作了逐字逐句的解读。作者相信经过这样的解读，康德《判断力批判》中的难点已基本上扫除了。这些讲解大都由作者在课堂上讲演的录音整理而成，保持了课堂讲课的现场感和生动感，同时配有一些学生在课堂上的提问和作者的即席回答。本书的这种讲法和写法，在国内是首次。
《小丑之见》,《小丑之见》是德国作家、诺贝尔文学奖得主海因里希·伯尔的代表作之一。长篇小说。创作于1963年。主要写西德战后“经济奇迹”中的小人物的种种遭遇，被称为这一时期形成的“不顺从文学”的重要作品。有根据此小说改编的同名电影。
《亚当，你到过哪里？》,创世记是全本圣经的第一卷。犹太人沿用中东的习俗，以本书的第一个字「起初」为书名，反映出本书的重点乃是叙述万物和以色列国的起源。
《荒原狼》,《荒原狼》）是瑞士籍作家赫尔曼·黑塞所著作的长篇小说 。《荒原狼》是黑塞中期创作的代表作，亦是他创作生涯中的里程碑。
《东方之旅》,杰拉尔·德·奈瓦尔的这部巨著，被公认的东方文化研究权威爱德华·W.萨义德在其《东方学》中援引、提及达四十余处，可见这部巨著对了解和研究东方文化有着怎样举足轻重的作用。在作者眼里，神秘的东方是浪漫之地、幻美之地、救赎之地，他将自己的生活信念与艺术灵感寄托在了自己的东方之旅上。但他亲历的东方却与他理想中的不一样，希望的破灭加剧了他精神的幻灭。《东方之旅》出版四年后的一个寒冷冬夜，奈瓦尔用母亲留下的裙带，吊死在巴黎老路灯街的街头。当第二天人们发现他的尸体的时候，满地积雪，寒风凌厉。
《玻璃球游戏》,《译文名著精选:玻璃球游戏》这部小说是了解黑塞思想的锁匙，也是他一生文学事业的天鹅之歌。
《铁皮鼓》,《铁皮鼓》是德国作家君特·格拉斯创作的长篇小说，是其“但泽三部曲”的第一部。
《猫与鼠》,《猫与鼠》是德国作家君特·格拉斯创作的长篇小说，首次出版于1961年。
《剥洋葱》,回忆录《剥洋葱》是德国作家君特·格拉斯创作的回忆录。该作品讲述了格拉斯从12岁到32岁的经历。格拉斯曾被纳入一个体制，而这个体制策划、组织、实施了对千百万人的屠杀。即使能以没动手干坏事为自己辩白，但还是留下一点儿世人习惯称为“共同责任”的东西，在他有生之年肯定是难脱干系了。罪责感让格拉斯对同“党卫军”有关的经历保持沉默了60余载。耄耋之年，他终于决定剥开人生记忆的洋葱，向世人袒露自己不为人知的“过去”。
《菲城婚事》,《菲城婚事》是1983年江西人民出版社出版的图书。
《迸涌的流泉》,《迸涌的流泉》小说以德国博登湖畔一小城为背景，叙述主人公约翰从6岁到18岁的经历，反映了1932至1945年德国那段最黑暗、最野蛮的历史。作者曾经连续几年被推荐为诺贝尔文学奖候选人。
《金阁寺》,《金阁寺》是日本作家三岛由纪夫创作的长篇小说，是他的重要代表作。《金阁寺》于1956年连载于文艺杂志《新潮》的一至十期上，并于同年由新潮社推出单行本。
《丰饶之海》,《丰饶之海》是日本作家三岛由纪夫创作的超长篇小说，作品由《春雪》、《奔马》、《晓寺》和《天人五衰》四卷组成，最初连载于1965年9月—1971年1月《新潮》杂志。
《点与线》,《点与线》是日本著名推理作家松本清张三大名作之一，入选日本《推理文学》推理小说TOP10第1名，日本推理作家协会最佳推理小说TOP10第1名，英国《卫报》“亚洲10大推理小说”。1958年11月11日，东映电影公司将其摄制成电影；2007年，朝日电视作为开业50周年纪念节目翻拍了电视剧版，由著名影视演员北野武主演。
《隔墙有眼》,《隔墙有眼》是一部由 松本清张所著推理小说，群众出版社出版发行。
《零的焦点》,《零的焦点》是日本推理小说巨匠松本清张三大名作之一，是作者的经典代表作：祯子刚刚度完蜜月。丈夫宪一长期被东京的总公司外派到北陆，业绩出众，准备婚后回到东京生活，不料在前往北陆交接业务时离奇失踪。祯子远赴北陆，同宪一的同事本多一起寻找宪一的下落。但不久后，宪一知晓内情的的哥哥在北陆遇害，本多也在东京被毒杀……“她们很难将那样的过去坦诚相告。因此，她们只能选择让对方合法地消失。”一连串的命案背后究竟隐藏着怎样的过去？松本清张将《零的焦点》的大舞台选在荒凉萧瑟的北陆，用阴郁的环境衬托出人物黯淡的内心。从整体来看，《零的焦点》已经超越类型小说，对人物心理和社会命运的挖掘让作品列入经典文学之林。
《日本的黑雾》,《日本的黑雾》是2012年人民文学出版社出版的一本图书，作者是松本清张。
《广岛札记》,《广岛札记》是2009年中国广播电视出版社出版的图书。作者通过“广岛”这个透视镜，把即将宣告死亡的“悲惨与威严”的形象一个个地记录了下来，并向读者提出这样一个问题：人类应如何超越文化的差划而生存下去？大江还探讨了“生的定义”，将儿子疾残带来的苦痛，以及经历原子弹爆炸的悲惨事件，作为文化问题来思考。
《万延元年的足球》,《万延元年的足球队》是日本作家大江健三郎创作的长篇小说。该小说将历史传说和当下现实，以空间并置和双线叙述的方式，把现在和过去、历史和现实、城市和乡村交织在起，描绘出人性和历史、现实政治的纠葛。其中，畸形儿的诞生、暴动的发起和失败、通奸和乱伦造成的阴影，共同成为这部带有神话原型色彩的小说的核心，主人公故乡的大森林，由此也成为了象征性的存在，象征历史的迷局、现实的困惑，象征着人性的复杂丛林。该小说还探讨了日本和美国的关系，以及对核武器时代的反思。大江健三郎积极寻找自己的出生地——四国岛茂密的原始森林中的那些小村落中散落的神话传说、民间故事，并且将出生地的文化与生活元素和当时日本社会现实之间建立了一种联系。
《饲育》,《饲育》是日本当代作家大江健三郎登上文坛以来发表的第3部小说。故事发生在二战期间日本一个偏远闭塞的村庄。这个古老的村庄几乎与世隔绝，外边的战火烽烟丝毫没能影响到它。但是有一天一架美战机的突然坠落打破了村子往日的宁静，一个像“猎物”似的黑人兵闯入了村里人们的视线。于是这个不速之客让村里炸开了锅。
《个人的体验》,《个人的体验》是日本作家大江健三郎的作品。小说主人公鸟的妻子生了个残疾婴儿，使鸟突然间陷入艰难的处境。鸟首先选择了逃避，他把婴儿扔在医院，并设法让其衰弱而死；自己则躲到旧日情人火见子的卧室，陷入爱河欲海之中。火见子是天使又是魔女，她给鸟安慰，使鸟忘忧，也诱使鸟不断堕落。经过漫长的心灵炼狱，最后，鸟终于幡然醒悟，勇敢肩起自己的责任，决心和残疾婴儿共同坚韧地生存下去。
《伊豆的舞女》,《伊豆的舞女》是川端康成早期的代表作和成名作，也是一篇杰出的中篇小说。1926年1月至2月间由“文艺时代”发表。《伊豆的舞女》曾先后6次被搬上银幕。影片表现了少男少女之间初恋的那种朦胧、纯真的情感。给了读者一份清新之感，也净化了读者的心灵，把人们带入一个空灵美好的唯美世界。
《雪国》,《雪国》是日本作家川端康成创作的第一部中篇小说，也是他唯美主义代表之作，从1935年起以短篇的形式，分别以《暮景的镜》、《白昼的镜》等题名，断断续续地发表在《文艺春秋》、《改造》等杂志上，相互之间并没有紧密相连的情节，直至全部完成并经认真修改后，才冠以《雪国》于1948年汇集出版单行本。
《古都》,《古都》为日本作家川端康成创作的中篇小说。书名“古都”指的是日本京都。该作在1961年10月至1962年1月《朝日新闻》连载，1962年1月出版。该作是川端康成1968年荣获诺贝尔文学奖的三部作品之一。
《千只鹤》,《千只鹤》是日本作家川端康成的中篇小说，作品发表于1952年，主要讲述的是一段涉及两代人的畸恋故事，表现了爱与道德的冲突，同时对日式风物与心理的刻画也十分细腻，“字里行间仿佛有洁白的千只鹤在晚霞中翩翩飞舞。”
《我是猫》,《我是猫》是日本作家夏目漱石创作的长篇小说，也是其代表作。这部作品写于1904年至1906年9月，1905年1月起在《杜鹃》杂志上连载，后编成上、中、下三册出版。
《心》,《心》是日本著名作家夏目漱石作品，至今仍跻身于日本中学生最喜欢读的十部作品之列。它是一部利己主义者的忏悔录，深刻揭露了利己之心与道义之心的冲突。
《恶魔》,《恶魔王》江户川乱步的作品之一。书中收入了日本著名作家的江户川乱步的作品《恶魔王》。 本书内容惊险，情节扣人，集可读性、知识性、文学性和趣味性之大成，可培养广大青年读者对复杂事物的敏锐观察力和分析力。
《孤岛之鬼》,《孤岛之鬼》是新星出版社2011年出版的图书，作者是江户川乱步。该书是“江户川乱步作品集”第六卷，收录乱步的第四部长篇《孤岛之鬼》。
《透明怪人》,《透明怪人》是日本侦探小说之父江户川乱步所著的侦探小说。
《刺杀骑士团长》,《刺杀骑士团长》是村上春树撰写的超现实主义小说。该书中文译本于2018年由上海译文出版社出版发行，译者是林少华。
《挪威的森林》,《挪威的森林》是日本作家村上春树于1987年所著的一部长篇爱情小说。
《海边的卡夫卡》,《海边的卡夫卡》是村上春树的一部长篇小说，2003年首次出版。
《舞舞舞》,《舞舞舞》是2001年时报文化出版社出版的图书，作者是村上春树，赖明珠译。该书是继《挪威的森林》后的又一部长篇小说，内容与《挪威的森林》相衔接，被誉为《挪威的森林》的姐妹篇。
《1Q84》,《1Q84》是日本作家村上春树于2009年所发表的长篇小说。故事以双线进行，并以村上春树较少用的第三人称全知观点来说故事。
《我永远的家》,《我永远的家》是2015年5月青岛出版社出版发行的图书，作者是 渡边淳一。 
《红城堡》,《红城堡》是2015年5月25日青岛出版社出版发行的图书，作者是  渡边淳一。 
《失乐园》,《失乐园》是日本小说家渡边淳一创作的一部长篇小说，讲述了一对中年男女因婚外恋而双双殉情的故事。
《女人的手》,《女人的手》是日本作家渡边淳一创作的短篇小说集，收录6部经典作品，包括《女人的手》《结婚戒指》《后遗症》《春别》《再见，再见》《泪壶》。主题依旧是渡边淳一最擅长的男女情感问题。
《无影灯》,《无影灯》是渡边淳一著的图书。
《光与影》,《光与影》是日本作家渡边淳一创作的中篇小说。
《钝感力》,《钝感力》是2013年10月南海出版公司出版发行的图书，作者是渡边淳一，讲述了现代人不要对日常生活太过敏感，“钝感力”是非常必要的。
《遥远的落日》,《遥远的落日》是2003年9月1日文化艺术出版社出版发行的图书，作者是渡边淳一。该书再现了野口英世克服出身贫困及左手残疾的不利条件，立志医学事业，以“梅毒螺旋体”的研究成果确立了其在世界医学界中的地位的人生转迹。
《放学后》,《放学后》是日本作家东野圭吾早期创作的推理小说，是他的成名作。1985年，《放学后》以绝对优势摘得日本推理小说界最重要的新人奖——江户川乱步奖。同年，日版单行本由讲谈社出版发行。1988年由讲谈社出版文库本。正是《放学后》的成功，使他决心走上专职写作的道路。
《秘密》,《秘密》是东野圭吾1998年发表的一部长篇小说。1997年，东野圭吾与相伴14年的妻子离婚。对于一个每年著作不断的高产作家来说，这样的空白空前绝后。东野圭吾在接下来的一年中，潜心酝酿情感，最终写出《秘密》的绝唱。
《白夜行》,《白夜行》是日本作家东野圭吾创作的长篇小说，也是其代表作。该小说于1997年1月至1999年1月间连载于期刊，单行本1999年8月在日本发行。故事围绕着一对有着不同寻常情愫的小学生展开。1973年，大阪的一栋废弃建筑内发现了一具男尸，此后19年，嫌疑人之女雪穗与被害者之子桐原亮司走上截然不同的人生道路，一个跻身上流社会，一个却在底层游走，而他们身边的人，却接二连三地离奇死去，警察经过19年的艰苦追踪，终于使真相大白。
《以眨眼干杯》,《以眨眼干杯》，是2011年由化学工业出版社出版的图书，作者是日本作家东野圭吾，中文译者是袁斌。
《神探伽利略》,《神探伽利略》是2013年1月1日由化学工业出版社出版的图书，作者日本作家东野圭吾。此书是东野圭吾笔下最意气风发名侦探——“汤川学”系列首作。
《嫌疑人X的献身》,《嫌疑人X的献身》是日本推理小说作家东野圭吾创作的长篇推理小说，也是“伽利略系列”的第三本小说。
《预知梦》,《预知梦》是东野圭吾）的作品，2007年出版于海南出版社，赵博翻译；2013年出版于化学工业出版社，陆章敏翻译。
《不能承受的生命之轻》,《不能承受的生命之轻》是作家米兰·昆德拉创作的长篇小说，首次出版于1984年。
《生活在别处》,《生活在别处》作家米兰·昆德拉创作的长篇小说，1969年完稿，1973年在法国首次出版。《生活在别处》是一个年轻艺术家的肖像画。昆德拉塑造出雅罗米尔这样一个形象，描绘了这个年轻诗人充满激情而又短暂的一生。
《玩笑》,《玩笑》是作家米兰·昆德拉创作的长篇小说，1965年完稿，1967年出版。
《一个陌生女人的来信》,《一个陌生女人的来信》是由奥地利作家茨威格创作的中篇小说，是其代表作之一。
《心灵的焦灼》,《心灵的焦灼》是奥地利作家斯蒂芬·茨威格在1938年流亡国外时发表的长篇小说，也是他生前面世的唯一的一部长篇小说。
《昨日的世界》, 一部记录第一次世界大战与第二次世界大战的经典作品。 　　 一部将人间大美与催泪悲情写到淋漓尽致的传记文学。 　　 一部真实展示自我、记录欧洲文艺界的珍贵资料。
《审判》,《审判》是奥地利作家弗兰兹·卡夫卡创作的长篇小说，1925年出版。
《变形记》,《变形记》是奥地利作家弗兰兹·卡夫卡创作的中篇小说。《变形记》完成于1912年，1915年首次发表在月刊《白色书刊》10 月号上。
《城堡》,《城堡》是奥地利作家卡夫卡晚年创作的一部长篇小说。
《吉檀迦利》,《吉檀迦利》是印度作家泰戈尔创作的诗集。这部宗教抒情诗集，是一份“奉献给神的祭品”。泰戈尔向神敬献的歌是“生命之歌”，他以轻快、欢畅的笔调歌唱生命的枯荣、现实生活的欢乐和悲哀，表达了作者对祖国前途的关怀。泰戈尔凭借该作获得1913年诺贝尔文学奖。
《戈拉》,《戈拉》是泰戈尔编写的一本歌颂了新印度教徒反对殖民主义压迫、热爱祖国的思想批判现实主义小说。此本小说围绕主人公戈拉展开，通过描写戈拉由一个激进的爱国主义青年到发现自己不是印度种族的人而做出的自我改变，反映了作者对维护种姓制度、遵守印度教各种腐朽传统的错误做法的激进主义人士的批判。
《泪与笑》,《泪与笑》是纪伯伦第一批散文诗的合集，也是他写得最美的散文诗集之一。
《先知》,纪·哈·纪伯伦黎巴嫩作家、诗人、画家，是阿拉伯文学的主要奠基人，20世纪阿拉伯新文学道路的开拓者之一，被称为艺术天才、黎巴嫩文坛骄子。其主要作品有《泪与笑》《先知》《沙与沫》等，纪伯伦、鲁迅和拉宾德拉纳特·泰戈尔一样是近代东方文学走向世界的先驱。
《沙与沫》,《沙与沫》是纪·哈·纪伯伦的散文诗集。它是纪伯伦最著名的作品之一。作者以自然景物“沙”、“泡沫”为比喻，寓意着人在社会之中如同沙之微小，事物如同泡沫一般的虚幻。
《动物庄园》,《动物庄园》亦译作《动物农场》、《动物农庄》，是英国作家乔治·奥威尔创作的中篇小说，1945年首次出版。
《1984》,《一九八四》是英国左翼作家乔治·奥威尔于1949年出版的长篇政治小说。
《老虎的金黄》,《老虎的金黄》为阿根廷现代诗歌，作者博尔赫斯。该诗采用借景抒情的手法，由“孟加拉虎”、“宙斯的指环”、“原始的金黄”三个喻体引出最终的本体“夕阳”，同时作者借“夕阳”象征人生的暮年，由景入情，表达对人生暮年的看法。
《小径分岔的花园》,《交叉小径的花园》是阿根廷作家博尔赫斯创作的一部带有科幻色彩的小说，主人公是一个中国人。它讲述了一战期间在英国为德国当间谍的主人公余准在同伴被捕、自己被追杀的情况下，为了把重要情报告知德国上司，而不惜杀死汉学家艾伯特的经过。故事的讲述又以余准被捕后狱中供词的方式展开，且以欧洲战争史上的一个重大事件的推迟为切入点，引人入胜。
《史比利金斯的爱情故事》,《史比利金斯的爱情故事》是加拿大作家斯蒂芬·里柯克创作的短篇小说，发表于1910年。
《百年孤独》,《百年孤独》，是哥伦比亚作家加西亚·马尔克斯创作的长篇小说，是其代表作，也是拉丁美洲魔幻现实主义文学的代表作，被誉为“再现拉丁美洲历史社会图景的鸿篇巨著”。
《霍乱时期的爱情》,《霍乱时期的爱情》是哥伦比亚作家加西亚·马尔克斯创作的长篇小说，首次出版于1985年。
《爱的荒漠》,本书所选三部小说，都是莫里亚克的代表作。《爱的荒漠》是奠定莫里亚克在法国文学史上的地位的作品，描写“那些因血缘及婚姻机遇而构成家庭的人们的孤独与隔绝”，曾获法兰西学院小说大奖。《苔蕾丝·德斯盖鲁》被认为是二十世纪上半期法国最佳小说之一，表现女主人公不甘于“生儿育女，传宗接代”的庸碌命运，而与家庭展开的一场殊死斗争。《昔日一少年》是作者的最后一部小说，带有自传性，表现的仍是作者的传统主题：外省生活，家庭，童年，情欲，善与恶，天性与神恩……整部作品具有一种扑朔迷离的朦胧气氛。
《一位自然主义者之死》,"谢默斯·希尼，爱尔兰诗人。1995年，由于他的诗""具有抒情诗般的美和伦理深度，使日常生活中的奇迹和活生生的往事得以升华""，希尼荣获诺贝尔文学奖。"
《德伯家的苔丝》,《德伯家的苔丝》是英国作家哈代的长篇小说，是“威塞克斯系列”中的一部。
《无名的裘德》,《无名的裘德》是英国作家托马斯·哈代创作的最后一部长篇小说，出版于1895年。小说以悲怆的笔调叙述了乡村青年裘德一生的悲剧。
《死魂灵》,《死魂灵》是俄国作家尼古莱·瓦西里耶维奇·果戈理·亚诺夫斯基创作的长篇小说，出版于1842年。
《钦差大臣》,《钦差大臣》是俄国讽刺作家果戈里的代表作，作品于1836年发表。故事描写纨绔子弟赫列斯达可夫与人打赌输得精光，正一筹莫展，从彼得堡途经外省某市，被误认为“钦差大臣”，在当地官僚中引起恐慌，闹出许多笑话。
《神曲》,《神曲》，是著名意大利诗人但丁·阿利盖利创作的长诗。
《新生》,《新生》是意大利诗人但丁早期的代表作，记述他对贝雅特丽齐的爱情和她芳魂早逝的悲剧。
《论俗语》,《论俗语》但丁用拉丁文撰写，目的在引起知识界对于民族语言的注意。这是最早一部关于意大利语及其文体和诗律的著作。
《牧歌》,《牧歌》一书是 维吉尔作品集，由广西师范大学出版社出版发行。
《我们的祖先》,《我们的祖先》是2008年译林出版社出版的图书，作者是伊塔洛·卡尔维诺所著。本书由《分成两半的子爵》、《树上的男爵》、《不存在的骑士》三部小说组成。 
《广岛之恋》,《广岛之恋》玛格丽特 ·杜拉斯创作的电影剧本。
《情人》,《情人》是法国作家玛格丽特·杜拉斯创作的中篇小说，也是其代表作。作品获得法国龚古尔文学奖。
《傻瓜吉姆佩尔》,《傻瓜吉姆佩尔》是美国作家艾萨克·巴什维斯·辛格创作的短篇小说。“傻瓜吉姆佩尔”是《傻瓜吉姆佩尔》小说集中的同名故事。
《市场街的斯宾诺莎》,《市场街的斯宾诺莎》是一部由译林出版社出版发行的书籍，作者是 I.B.辛格 。
《乌贼骨》,《汲水的辘轳》是意大利隐逸派诗人蒙塔莱的作品，该首诗歌收录于蒙塔莱的处女作《乌贼骨》，由我国吕同六先生编译。《汲水的辘轳》是最能体现蒙塔莱诗歌善用隐喻、象征等特色手法的抒情诗之一。
《人树》,《人树》是澳大利亚作家帕特里克·怀特的成名作，描述的是斯坦·帕克一家从开荒立家到斯坦·帕克去世期间的故事。文章中人物描写丰富细腻，文字朴实精炼，凸显出作者一贯的风格。“人树”也作“人之树”，和中国古语中的“十年树木，百年树人”有几分相似之处。帕特里克·维克托·马丁代尔·怀特，1973年获得诺贝尔文学奖获得者。
《风暴眼》,《风暴眼》是澳大利亚作家帕特里克·怀特的代表作品之一，这部长篇小说，通过一个腐朽的资产阶级家庭的崩溃，表现人们的堕落和绝望情绪，通过亨特太太的肉体死亡而灵魂苏醒的人格升华而传达了作者所希冀的“在绝望之后仍有期待”的强烈愿望。帕特里克·怀特，1973年诺贝尔文学奖获得者。
《存在与虚无》,《存在与虚无》是法国哲学家让-保罗·萨特创作的哲学著作，首次出版于1943年。
《人鼠之间》,《人鼠之间》，是美国作家约翰·斯坦贝克的中篇小说， 作品于1937年出版。
《愤怒的葡萄》,《愤怒的葡萄》是美国现代小说家约翰·斯坦贝克创作的长篇小说，发表于1939年。
《月亮下去了》,《月亮下去了》是2013年1月中国国际广播出版社出版的图书，作者是斯坦贝克。
《流亡》,《蒙帕纳斯的流亡者》是2010年3月1日作家出版社出版的图书，作者是让-保尔·卡拉卡拉。主要讲述了一些人的青春年华是在丁香园、圆屋咖啡馆、圆顶咖啡屋、库保尔酒吧和塞莱克特酒馆阳光沐浴的露天座度过的。在第二次世界大战之初，他们自给自足地过了一些年头之后，遗憾地舍弃了这块侨居地的生活，四散而去。
《日瓦戈医生》,《日瓦戈医生》，是苏联作家鲍里斯·帕斯捷尔纳克的长篇小说，首次出版于1957年。
《喧哗与骚动》,《喧哗与骚动》是美国作家威廉·福克纳创作的长篇小说，创作于1929年。
《我弥留之际》,《我弥留之际》是美国作家福克纳于1930年发表的长篇小说，以及“约克纳帕塔法世系”的重要小说之一。
《押沙龙，押沙龙！》,《押沙龙，押沙龙！》是美国作家威廉·福克纳的第九部长篇小说。是威廉·福克纳最重要，也是最复杂、深奥，最具史诗风格的一部作品。它讲述的是美国南方一个家庭从1860年到1910年左右所经历的激烈的分崩离析的故事，深刻地表现了人与人、人与自己内心的种种冲突，触及与人类境遇有关的诸多带普遍性的问题。小说叙述方式独特。书中各人物从不同的角度，带着不同的主观感情“解释”过去，但共同体现出整部作品的悲剧格调。本书书名源自《圣经》典故，书中描述的亲子之间的爱与恨、兄妹之间的暧昧感情等，具有《圣经》故事的色彩。威廉·福克纳，1949年诺贝尔文学奖获得者。
《田园交响曲》,《田园交响曲》是法国作家安德烈·纪德创作的中篇小说，与《背德者》、《窄门》组成纪德的“道德三部曲”，发表于1919年。
《人间食粮》,《人间食粮》是法国作家安德烈·纪德创作的散文集，首次出版于1897年。这部散文式作品包括8卷正文和一篇“颂歌”，一篇“寄语”，由一连串富有诗意的断想构成。
《漫长的旅行》,简介：本书选译了作者的6部巨著《漫长的旅行》的前两部《失去的土地》、《冰原》。同时还译介了《希默兰的故事》中的13篇短篇小说。
《蒂博—家》,马丁·杜·加尔是获得诺贝尔文学奖的作家。他的获奖主要是由于他花了二十年时间创作的系列长篇小说《蒂博一家》中“所描绘的人的冲突及当代生活中某些基本方面的艺术力量和真实性”。
《六个寻找剧作家的角色》,《六个寻找剧作家的角色》是意大利剧作家路易吉·皮兰德娄创作的戏剧。作品引进传统的“戏中戏”的写法，在剧中安排了一主一副两条线索。表面上，戏里演的是剧团排练，实际上，以一个家庭的悲剧为主。
《创造进化论》,《创造进化论》是2014年10月译林出版社出版的图书，作者是亨利·柏格森，译者是肖聿。
《诉讼笔录》,长篇小说《诉讼笔录》是法国著名文学家勒·克莱齐奥的作品。在该作品中，主人公亚当·波洛被塑造成探求人类原始真善美的形象。在当下的社会，道德缺失， 存在黑暗，人们迷失了思想的方向、得不到心灵的归宿。因此，亚当·波洛想要改变社会现实，他用自己独特的方法也就是他自己的想法来进行斗争。
《战争》,《战争》以边缘世界为背景，以流浪者、儿童、逃犯等漂泊不定的边缘人物为主角。这些人物的存在，以一连串的迁徙建构起来，漂泊则是他们自由的标记。他的作品也由此反映出他对原始部落、消逝的古老文化的关注。普通的中国读者，或许对勒·克莱齐奥并不熟悉，尽管他早已跻身法国文坛并成功地占有了重要的一席之地。但这份陌生，与读这本《战争》是丝毫无妨的。
《饥饿间奏曲》,《饥饿间奏曲》是法国作家勒·克莱齐奥创作的长篇小说。该小说以第一次世界大战结束至第二次世界大战结束为背景，讲述了饱经磨难的少女——主人公艾黛尔·布伦对幸福的向往，最终成长为坚强独立女性的历程。
《暗店街》,《暗店街》法国作家帕特里克·莫迪亚诺创作的长篇小说。该小说讲述主人公，数年前因偷越边境时遭遇劫难，受到极度刺激后，丧失了对过去生活的记忆。他给私人侦探于特当了八年助理侦探后，开始用探案技术在茫茫人海中调查自己的身世和来历。他通过种种线索搜集的许多片断，究竟是他的一生，还是他冒名顶替的另一个人的一生呢？作者塑造了一位寻找自己身份的男人。他神秘的过去，被掩藏在德占时期的巴黎。1978年，《暗店街》获得龚古尔文学奖。
《八月的星期天》,《八月的星期天》是帕特里克·莫迪亚诺著小说。
《城市与狗》,《城市与狗》是秘鲁诗人、作家马里奥·巴尔加斯·略萨的作品。《城市与狗》主要讲述的是莱昂西奥·普拉多军事学校学生们的生活以及他们与学校当局之间的种种矛盾。小说中用了大量的篇幅来描写“打架斗殴”“金钱交易”“赌博”等丑恶行为，来揭示上层社会生活的糜烂和底层人民生活的艰辛。在这所学校里，读者可以看到每个人内心深处的渴望、幻想以及痛苦，也能够了解到控制整个学校以及人们思想的枷锁。略萨对这种军事的生活和文化持批判态度，在那里充斥着一系列不安定的因素，而这些都严重阻碍了学生们的发展。作品中刻画了大量的人物形象，作者通过巧妙的描写将他们的命运交织在了一起，向读者们展示了一幅幅生动形象的画面。
《巨人传》,《巨人传》原名《高康大和庞大固埃》，共五卷，是法国文艺复兴时期小说家拉伯雷创作的多传本长篇小说，出版于1532年-1564年。
《唐·吉诃德》,"塞万提斯·萨维德拉，M.de西班牙小说家、剧作家。1547年10月 5日生于阿尔卡拉—德埃纳雷斯。其作品包括长篇小说、短篇小说、诗歌和戏剧。以长篇小说《堂吉诃德》闻名世界。曾参加对土耳其的战役而伤残左手，回国途中，被俘至阿尔及尔，后因债务屡次入狱,1616年4月23日病死在马德里。"
《简·爱》,《简·爱》是英国女作家夏洛蒂·勃朗特创作的长篇小说，是一部具有自传色彩的作品。
《十日谈》,《十日谈》是意大利作家乔万尼·薄伽丘创作的长篇小说，创作于1350—1353年。
《但丁传》,《但丁传》是2008年4月1日广西师范大学出版社出版的图书，作者是薄伽丘，布鲁尼，译者是周施廷。
《受宠的象》,《受宠的象》，shòu chǒng de xiàng，选自《世界著名寓言》，原作克雷洛夫，吴岩译。上海九年制义务教育六年级第一学期 第8单元 第30课 134页。以象在森林的朝廷中荣获恩宠为缘起，展现了一系列动物的反应，深入浅出地讽刺了那些只看重自己优点，而看不到别人的优点的人。
《伊索寓言》,《伊索寓言》相传为公元前六世纪被释放的古希腊奴隶伊索所著的寓言集，并加入印度、阿拉伯及基督教故事，共357篇。
《拉·封丹寓言》,《拉·封丹寓言》是2009年湖北长江出版集团、湖北少年儿童出版社出版的图书，作者是拉·封丹。本书是世界上最早的诗体寓言集，是继《伊索寓言》之后，又一部经典寓言名著。
