本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
埃利克·阿克塞尔·卡尔费尔德,Erik，Axel，Karlfeldt,,,,瑞典,,,1864年,1931年,诗人,,达拉纳,《荒原与爱情》，《秋天的号角》,,埃利克·阿克塞尔·卡尔费尔德瑞典诗人。1931年凭借作品《荒原和爱情》获诺贝尔文学奖，获奖理由： “由于他在诗作的艺术价值上，从没有人怀疑过”。他的诗歌唱自然、青春和爱情，出色地在传统和现代之间创造出一种富于张力的新形式，使瑞典诗律复兴和形式改革臻于完美境地。诺贝尔文学奖只授给活着的作家，而瑞典诗人卡尔费尔德是其中一个例外。他身为该奖评委和终身秘书，几次提名颁奖给他，他都因为避嫌而推辞，直至他退休后去世半年才获得该奖。
亨利·柏格森,Henri，Bergson,,,,法国,,犹太,1859年10月18日,1941年1月4日,哲学家，心理学家，生物学家,,巴黎,《创造进化论》,,亨利·柏格森，法国哲学家，文笔优美，思想富于吸引力，曾获诺贝尔文学奖。从中学时代起便对哲学、心理学、生物学发生兴趣，尤其文学。他反对科学上的机械论，心理学上的决定论与理想主义。他认为人的生命是意识之绵延或意识之流，是一个整体，不可分割成因果关系的小单位。他对道德与宗教的看法，亦主张超越僵化的形式与教条，走向主体的生命活力与普遍之爱。其写作风格独特，表达方式充满诗意。代表著作有《创造进化论》、《直觉意识的研究》、《物质与记忆》等。
让-马里·古斯塔夫·勒·克莱齐奥,Jean-Marie，Gustave，Le，Clézio,勒·克莱齐奥,,,法国,,,1940年4月13日,,作家,,法国海滨城市尼斯,《诉讼笔录》，《战争》，《饥饿间奏曲》,,让-马里·古斯塔夫·勒·克莱齐奥，法国著名文学家，出生于1940年，是20世纪后半期法国新寓言派代表作家之一，也是现今法国文坛的领军人物之一，与莫迪亚诺、佩雷克并称为“法兰西三星”。在1994年法国读者调查中，克莱齐奥成为最受读者欢迎的作家。2008年获得诺贝尔文学奖。勒·克莱齐奥代表作品有《诉讼笔录》、《战争》、《流浪的星星》、《饥饿间奏曲》等。
帕特里克·莫迪亚诺,Patrick，Modiano,,,,法国,巴黎亨利四世中学,,1945年7月30日,,小说家,,法国的布洛涅-比扬古,《暗店街》，《八月的星期天》,,帕特里克·莫迪亚诺，法国小说家，1945年7月30日出生在法国的布洛涅-比扬古，是法国评论界一致公认的当今法国最有才华的作家之一。莫迪亚诺的作品探索和研究当今人的存在及其与周围环境、现实的关系。前期小说大都以神秘的父亲和二次大战的环境为主题，运用大量的回忆、想象，把现实和虚构结合起来，描写并未经历过的故事。2014年10月9日19时，获得2014年诺贝尔文学奖，获奖原因为帕特里克·莫迪亚诺的作品“唤起了对最不可捉摸的人类命运的记忆”他的作品捕捉到了二战法国被占领期间普通人的生活。其代表作有《暗店街》、《八月的星期天》等。
巴尔加斯·略萨,,马里奥·巴尔加斯·略萨,,,,秘鲁国立圣马尔科斯大学,,1936年3月28日,,诗人,,秘鲁南部亚雷基帕省,《城市与狗》,,巴尔加斯·略萨全名马里奥·巴尔加斯·略萨，拥有秘鲁与西班牙双重国籍的作家及诗人。创作小说、剧本、散文随笔、诗、文学评论、政论杂文，也曾导演舞台剧、电影和主持广播电视节目及从政。诡谲瑰奇的小说技法与丰富多样而深刻的内容为他带来“结构写实主义大师”的称号，台湾多译为尤萨或罗萨。Mario是名字，Vargas是父亲的姓，Llosa是母亲的姓，分别代表Mario父亲和母亲的家族。
弗朗索瓦·拉伯雷,Francois，Rabelais,,,,法国,巴黎大学,,1483年,1553年,文学家，天主教神父,,法国希农城,《巨人传》,,弗朗索瓦·拉伯雷，文艺复兴时期法国人文主义作家之一。拉伯雷的主要著作是长篇小说《巨人传》。《巨人传》共分五卷，取材于法国民间传说故事，主要写格朗古杰、高康大、庞大固埃三代巨人的活动史。1483年，拉伯雷出生于法国中部的希农城，十几岁后，拉伯雷接受了宗教教育，进修道院当了修士。期间开始学习希腊文，来了解希腊和罗马的古代文化。1530年，拉伯雷进大学攻读医学，用了两个月的时间获得了学士学位，当上了医师。1532年，《巨人传》第一部出版，次年出版第二部，虽然受到民众欢迎，但被法院宣布为禁书。1537年，获得蒙彼利埃大学的博士学位。1545年，在国王的特许发行证的保护下，拉伯雷以真实姓名出版了《巨人传》的第三部。但不久国王死去，小说又被列为禁书，拉伯雷被迫外逃，直至1550年才获准回到法国。回国后的拉伯雷在学校教书，教书期间，他完成了《巨人传》的第四部和第五部。1553年4月9日，拉伯雷在巴黎去世。
塞万提斯·萨维德拉,Miguel，de，Cervantes，Saavedra,,,,西班牙,萨拉曼卡大学,西班牙人,1547年9月29日,1616年4月23日,小说家，戏剧家，诗人,,阿尔卡拉德埃纳雷斯镇,《唐·吉诃德》,,米格尔·德·塞万提斯·萨维德拉，西班牙小说家、剧作家、诗人。出生于马德里附近的埃纳雷斯堡，他被誉为是西班牙文学世界里最伟大的作家。其作品《唐·吉诃德》达到了西班牙古典艺术的高峰，标志着欧洲近代现实主义小说的创作进入了一个新的阶段。评论家们称他的小说《唐·吉诃德》是文学史上的第一部现代小说，同时也是世界文学的瑰宝之一。1616年4月23日塞万提斯逝世。塞万提斯对于世界文学的影响巨大，甚至连西班牙语都因此被称为“塞万提斯的语言”。据新华网2015年3月17日消息，西班牙专家17日宣布，西班牙伟大作家、文学巨著《唐·吉诃德》的作者米格尔·德·塞万提斯·萨维德拉的遗骸已在马德里市中心的特里尼塔里亚斯教堂内找到。
夏洛蒂·勃朗特,Charlotte，Brontë,,,,英国,,,1816年4月21日,1855年3月31日,作家,,英国约克郡,《简·爱》,,夏洛蒂·勃朗特，英国女作家。她与两个妹妹，即艾米莉·勃朗特和安妮·勃朗特，在英国文学史上有“勃朗特三姐妹”之称。夏洛蒂1816年生于英国北部约克郡的豪渥斯的一个乡村牧师家庭。母亲早逝，八岁的夏洛蒂被送进一所专收神职人员孤女的慈善性机构——柯文桥女子寄宿学校。15岁时她进了伍勒小姐办的学校读书，几年后又在这个学校当教师。后来她曾作家庭教师，最终她投身于文学创作的道路。于1847年，夏洛蒂·勃朗特出版长篇小说《简·爱》，轰动文坛。1848年秋到1849年她的弟弟和两个妹妹相继去世。在死亡的阴影和困惑下，她坚持完成了《谢利》一书，寄托了她对妹妹艾米莉的哀思，并描写了英国早期自发的工人运动。她另有作品《维莱特》和《教师》，这两部作品均根据其本人生活经历写成。
乔万尼·薄伽丘,Giovanni，Boccaccio,卜伽丘,,,佛罗伦萨共和国,,意大利人,1313年6月16日,1375年12月21日,作家，诗人,,巴黎或契塔尔多,《十日谈》，《菲洛柯洛》，《苔塞伊达》，《但丁传》,,乔万尼·薄伽丘，意大利文艺复兴运动代表，人文主义作家。与诗人但丁、彼特拉克并称为佛罗伦萨文学“三杰”。其代表作《十日谈》是欧洲文学史上第一部现实主义作品。它批判宗教守旧思想，主张“幸福在人间”，被视为文艺复兴的宣言。
克雷洛夫,Иван，Андреевич，Крылов,,,,俄罗斯,,,1769年2月13日,1844年11月21日,寓言家，作家,,,《大炮和风帆》，《剃刀》，《鹰与鸡》，《快乐歌声》，《受宠的象》,,克雷洛夫享年75岁，来自俄国，是世界著名的寓言家、作家，全名是伊凡·安德列耶维奇·克雷洛夫。代表作有：《大炮和风帆》《鹰与鸡》《受宠的象》等等。
伊索,Aísôpos,,,,古希腊,,古希腊,前620年,前560年,哲学家，文学家，寓言家,,古希腊,《伊索寓言》,,伊索，古希腊著名的哲学家、文学家，与克雷洛夫、拉·封丹和莱辛并称世界四大寓言家。他曾可能是埃塞俄比亚人，后做过萨摩斯岛雅德蒙家的奴隶，并被转卖多次，但因知识渊博，聪颖过人，最后获得自由。伊索环游世界，为人们讲述他的极富哲理的寓言故事，他后来被德尔菲人杀害。公元前5世纪末，“伊索”这个名字已是古希腊人尽皆知的了，当时的古希腊寓言都归在他的名下，他创作的寓言深受古希腊人民的喜爱。现存的《伊索寓言》原名《埃索波斯寓言故事集成》，是后人根据拜占廷僧侣普拉努得斯搜集的寓言，以诗或散文的形式结集。以及人们陆续发现的古希腊寓言及古罗马寓言汇编而成的，却统归在伊索名下了。
让·德·拉·封丹,Jean，de，la，Fontaine,法国的荷马,,,法国,巴黎神学院,,1621年7月8日,1695年4月13日,寓言诗人,,夏托蒂埃里,《拉·封丹寓言》,,让·德·拉·封丹是法国古典文学的代表作家之一，寓言诗人。他的作品经后人整理为《拉·封丹寓言》，与古希腊著名寓言诗人伊索的《伊索寓言》及俄国著名作家克雷洛夫所著的《克雷洛夫寓言》并称为世界三大寓言。主要著作有《寓言诗》《故事诗》《普叙赫和库比德的爱情》等。他被19世纪法国著名文学评论家泰纳誉为“法国的荷马”。雨果的《巴黎圣母院》以及莫泊桑的《一生》都提到他是法国古典文学作家中著名的诗人。
多丽丝·莱辛,Doris，Lessing,,,,英国,,,1919年10月22日,2013年11月17日,学者，作家,,伊朗,《金色笔记》，《暴力的孩子们》,,多丽丝·莱辛，笔名简·萨默斯，英国女作家，代表作有《金色笔记》等，被誉为继伍尔芙之后最伟大的女性作家，并几次获得诺贝尔文学奖提名以及多个世界级文学奖项。在2007年10月11日，瑞典皇家科学院诺贝尔奖委员会宣布将2007年度诺贝尔文学奖授予这位英国女作家。她是迄今为止获奖时最年长的女性诺贝尔获奖者。此外，她是历来第三十四位诺贝尔奖得主，第十一位女性诺贝尔文学奖得主。2013年11月17日，英国女作家、2007年诺贝尔文学奖获得者多丽丝·莱辛去世，享年94岁。
弗吉尼亚·伍尔芙,Adeline，Virginia，Woolf,艾德琳·弗吉尼亚·伍尔芙,,,英国,伦敦大学国王学院,英格兰,1882年1月25日,1941年3月28日,作家,,英国，伦敦，肯辛顿,《达洛维夫人》，《到灯塔去》，《存在的瞬间》,,艾德琳·弗吉尼亚·伍尔芙，英国女作家、文学批评家和文学理论家，意识流文学代表人物，被誉为二十世纪现代主义与女性主义的先锋。两次世界大战期间，她是伦敦文学界的核心人物，同时也是布卢姆茨伯里派的成员之一。最知名的小说包括《达洛维夫人》《到灯塔去》等。
伏尔泰,François-Marie，Arouet,Voltaire，福禄特尔，弗朗索瓦-马利·阿鲁埃,,,法国,剑桥大学,法兰西人,公历纪元1694年11月21日,公历纪元1778年5月30日,学者，作家,,法国巴黎,《哲学通信》，《路易十四时代》，《老实人》,,伏尔泰，本名弗朗索瓦-马利·阿鲁埃，伏尔泰是他的笔名，法国启蒙思想家、文学家、哲学家。伏尔泰是十八世纪法国资产阶级启蒙运动的泰斗，被誉为“法兰西思想之王”、“法兰西最优秀的诗人”、“欧洲的良心”。主张开明的君主政治，强调自由和平等。代表作《哲学通信》《路易十四时代》《老实人》等。
安德烈·马尔罗,André，Malraux,,,,法国,,,1901,1976,小说家，评论家,,,,,安德烈·马尔罗，小说家，评论家。他天性能说会道，口若悬河，却从来不谈自己的出身家庭和早年生活，终其一生要人相信他生来就是个成年人。
萨尔蒂科夫·谢德林,,米哈伊尔·叶夫格拉福维奇·萨尔蒂科夫·谢德林,,,俄国,皇村学校,,1826年1月27日,1889年5月10日,作家,,俄罗斯帝国特维尔省,《庞巴杜尔先生和庞巴杜尔太太》，《塔什干的老爷们》,,米哈伊尔·叶夫格拉福维奇·萨尔蒂科夫·谢德林俄国杰出的现实主义作家，曾一度与陀思妥耶夫斯基等人一起称霸俄国文坛。1844年在皇村学校毕业后，即加入彼得拉舍夫斯基小组。同年到陆军部队供职，在业余时间从事文学创作。
奥斯卡·王尔德,Oscar，Fingal，O’Flahertie，Wills，Wilde,,,,爱尔兰,都柏林圣三一学院，牛津大学,,1854年10月16日,1900年11月30日,,,爱尔兰都柏林,《道林·格雷的画像》,,奥斯卡·王尔德，出生于爱尔兰都柏林，19世纪英国最伟大的作家与艺术家之一，以其剧作、诗歌、童话和小说闻名，唯美主义代表人物，19世纪80年代美学运动的主力和90年代颓废派运动的先驱。
罗伯特·弗罗斯特,Robert，Frost,,,,美国,,,1874年3月26日,1963年1月29日,作家,,美国·旧金山,《新罕布什尔》，《诗歌选集》，《又一片牧场》，《一棵作证的树》,,罗伯特·弗罗斯特是20世纪最受欢迎的美国诗人之一。他曾当过新英格兰的鞋匠、教师和农场主。他的诗歌从农村生活中汲取题材，与19世纪的诗人有很多共同之处，相比之下，却较少具有现代派气息。他曾赢得4次普利策奖和许多其他的奖励及荣誉，被称之为“美国文学中的桂冠诗人”。只是在他的下半生才赢得大众对其诗歌作品的承认。在此后的年代中，他树立起了一位伟大的文学家的形象。代表作品：《诗歌选集》《一棵作证的树》《山间》《新罕布什尔》《西去的溪流》《又一片牧场》《林间空地》和诗剧《理智的假面具》 《慈悲的假面具》《诗歌全集》《未选择的路》。
赛珍珠,Pearl，S.Buck,珀尔·布克,,,美国,,,1892年6月26日,1973年3月6日,作家,,西弗吉尼亚州,《大地》,,赛珍珠，直译珀尔·巴克，美国作家、人权和女权活动家。出生4个月后即被身为传教士的双亲带到中国，在镇江度过了童年、少年，进入到青年时代，前后长达18年之久。赛珍珠在中国生活了近40年，她把中文称为“第一语言”，把镇江称为“中国故乡”。在镇江风车山上在她小时候就读过现在仍然存在的崇实女中内有她的故居。同时在南京大学鼓楼校区北园的西墙根下，矗立着一座三层的西式小洋楼。也是赛珍珠居住工作过的地方，作为以中文为母语的美国女作家，她曾在这里写下了描写中国农民生活的长篇小说《大地》，1932年凭借其小说 ，获得普利策小说奖，并在1938年以此获得美国历史上第二个诺贝尔文学奖。1934年，赛珍珠告别了中国，回国定居。回国后她笔耕不缀，还积极参与美国人权和女权活动。1942年夫妇创办“东西方联合会”，致力于亚洲与西方的文化理解与交流。1973年5月6日她郁郁中去世于佛蒙特州的丹比。她也是唯一一个同时获得普利策奖和诺贝尔奖的女作家，也是目前作品流传语种最多的美国作家。
卡尔·耶勒鲁普,Karl，Adolph，Gjellerup,卡尔·阿道尔夫·吉勒鲁普,,,丹麦,,,1857,1919,作家,,,《我的爱情之卷》，《明娜》，《磨坊血案》，《已为生命而热》,,卡尔·耶勒鲁普，丹麦诗人、小说家。早年在哥本哈根读神学。1892年起定居德国德累斯顿，也用德语写作。早期作品有诗集《红山楂》、小说《日耳曼人的学生》，反映作者与基督教的决裂。20世纪初受印度佛教哲学影响，宣传出世思想，写有长篇小说《朝圣者卡马尼塔》。晚年重新皈依基督教，著有《神的女友》。由于“在崇高理想鼓舞下写出了丰富多彩的作品”，于1917年与他的同胞、丹麦作家彭托皮丹分享了诺贝尔文学奖。
萧伯纳,George，Bernard，Shaw,乔治·伯纳·萧,,,爱尔兰,,,1856年7月26日,1950年11月2日,剧作家，评论家,,爱尔兰都柏林,《圣女贞德》，《伤心之家》，《华伦夫人的职业》,好友：鲁迅，弗兰克·哈里斯，玛克西姆·高尔基,萧伯纳，全名乔治·伯纳德·萧，爱尔兰剧作家。1925年因作品具有理想主义和人道主义而获诺贝尔文学奖，他是英国现代杰出的现实主义戏剧作家，是世界著名的擅长幽默与讽刺的语言大师，同时他还是积极的社会活动家和费边社会主义的宣传者。他支持妇女的权利，呼吁选举制度的根本变革，倡导收入平等，主张废除私有财产。萧伯纳的一生，是和社会主义运动发生密切关系的一生。他认真研读过《资本论》，公开声言他“是一个普通的无产者”，“一个社会主义者”。他主张艺术应当反映迫切的社会问题，反对“为艺术而艺术”。其思想深受德国哲学家叔本华及尼采的影响，而他又读过马克思的著作，不过他却主张用渐进的方法改变资本主义制度，反对暴力革命。
费利特·奥尔罕·帕慕克,Ferit，Orhan，Pamuk,,,,土耳其,伊斯坦布尔大学,,1952年6月7日,,作家,,伊斯坦布尔,《我的名字叫红》，《雪》，《伊斯坦布尔》,,费利特·奥尔罕·帕慕克，土耳其当代最著名的小说家，西方文学评论家将他与马塞尔·普鲁斯特、托马斯·曼、卡尔维诺、博尔赫斯、安伯托·艾柯等相提并论，称他为当代欧洲最核心的三位文学家之一。1952年6月7日，帕穆克生于伊斯坦布尔。1998年《我的名字叫红》出版，该作品获得2003年国际IMPAC都柏林文学奖，同时还赢得了法国文艺奖和意大利格林扎纳·卡佛文学奖。2006年，帕慕克获得诺贝尔文学奖。2017年，获颁“布达佩斯大奖”。
马赛尔·普鲁斯特,Marcel，Proust,马塞尔·普鲁斯特,,,法国,巴黎大学,,1871年7月10日,1922年11月18日,作家,,法国，巴黎,《追忆逝水年华》,,马塞尔·普鲁斯特是20世纪法国最伟大的小说家之一，意识流文学的先驱与大师。也是20世纪世界文学史上最伟大的小说家之一。普鲁斯特出生于一个非常富有的家庭，自幼体质孱弱、生性敏感、富于幻想，这对他文学禀赋早熟起了促进作用。中学时开始写诗，为报纸写专栏文章。后入巴黎大学和政治科学学校钻研修辞和哲学，对柏格森直觉主义的潜意识理论进行研究，尝试将其运用到小说创作中，可以说柏格森、弗洛伊德成了他一生文艺创作的导师。1984年6月，法国《读书》杂志公布了由法国、西班牙、联邦德国、英国、意大利王国报刊据读者评选欧洲十名“最伟大作家”，所排名次，普鲁斯特名列第六。
安伯托·艾柯,Umberto，Eco,,,,意大利,都灵大学,,1932年1月5日,2016年2月19日,哲学家，历史学家，小说家,,皮埃蒙蒂州的亚历山大,《启示录派与综合派》,,安伯托·艾柯，1932年1月5日出生于皮埃蒙蒂州的亚历山大，是一位享誉世界的哲学家、符号学家、历史学家、文学批评家和小说家。《剑桥意大利文学史》将安伯托·艾柯誉为20世纪后半期最耀眼的意大利作家，并盛赞他那“贯穿于职业生涯的‘调停者’和‘综合者’意识” 。艾柯的世界辽阔而多重，除了随笔、杂文和小说，还有大量论文、论著和编著，研究者将其粗略分为8大类52种 ，包含中世纪神学研究、美学研究、文学研究、大众文化研究、符号学研究和阐释学研究等。2016年2月19日，意大利伟大作家安伯托·艾柯（Umberto Eco)在米兰家中逝世，享寿84岁。
艾丽斯·芒罗,Alice，Munro,爱丽丝·门罗，艾莉丝·孟若,,,加拿大,西安大略大学,,1931.07.10,,作家,,加拿大安大略省休伦县文海姆镇,《快乐影子之舞》，《逃离》，《石城远望》,,艾丽斯·芒罗，加拿大女作家。代表作有短篇小说集《快乐影子之舞》、《逃离》等。1931年7月，芒罗出生于加拿大安大略省休伦县文海姆镇。1968年发表第一部短篇小说集《快乐影子之舞》，并获得加拿大总督文学奖，后来共创作了14部作品并多次获奖，同时作品被翻译成13种文字传遍全球。2013年10月10日，艾丽斯·芒罗获得2013年诺贝尔文学奖。
托马斯·特兰斯特勒默,Tomas，Transtromer,托马斯·特兰斯特罗姆,,,瑞典,斯德哥尔摩大学,,1931年4月15日,2015年3月26日,诗人,,瑞典，斯德哥尔摩,《17首诗》,,托马斯·特朗斯特罗姆，瑞典著名诗人，被誉为“20世纪最后一位诗歌巨匠”，同时是一位心理学家和翻译家，1954年发表诗集《17首诗》，轰动诗坛。至今共发表诗歌200余首。曾多次获诺贝尔文学奖提名，并终于在2011年10月6日获得诺贝尔文学奖，理由是“他以凝炼、简洁的形象，以全新视角带我们接触现实”。托马斯·特朗斯特罗姆善于从日常生活入手，把有机物和科学结合到诗中，把激烈的情感寄于平静的文字里，被誉为当代欧洲诗坛最杰出的象征主义和超现实主义大师。
哈罗德·品特,Harold，Pinter,,,,英国,,,1930年10月10日,2008年12月24日,剧作家，导演,,,《升降机》，《归于尘土》,,哈罗德·品特，出生于英国伦敦，英国剧作家、导演。品特1930年出生于伦敦东区的一个家庭，父亲是裁缝。品特曾就读于哈克内当斯文法学校。不到20岁，他就开始在期刊发表诗歌。1949年至1957年，品特担任职业演员，在保留剧目轮演剧团表演，随后开始戏剧创作。他的第一部戏剧《一间房子》在布里斯托尔演出。1958年，伦敦上演了他的另一部戏剧《生日聚会》。之后的作品包括《升降机》、《轻微的疼痛》、《夜出》、《看门人》、《情人》、《归家》、《沉默》、《昔日》和《无人区》等。品特后期作品包括《一种阿拉斯加》、《在路上》、《山地语言》、《聚会》和《归于尘土》。品特还为电台和电视台撰写作品或执导戏剧，包括L．P．哈特利的《中间人》、《追忆似水年华》和约翰·福尔斯的《法国中尉的女人》。品特的《诗歌和散文》发表于1978年。2005年，品特被授予诺贝尔文学奖。
约翰·马克斯韦尔·库切,John，Maxwell，Coetzee,,,,南非,,,1940年,,教师，作家,,南非开普敦,《耻》，《迈克尔K的生活和时代》,,约翰·马克斯韦尔·库切，1940年出生于南非开普敦，南非白人小说家、文学评论家、翻译家，大学教授。是第一位两度获得英国文学最高奖 －布克奖的作家。于2003年获得诺贝尔文学奖，是非洲第五位、南非第三位诺贝尔文学奖得主。
纳吉布·马哈富兹,نجيب，محفوظ,,,,埃及,,,1911年12月11日,2006年8月29日,文学家,,,《命运的嘲弄》，《阿杜比斯》，《埃伊拜之战》,,纳吉布·马哈富兹，埃及作家和阿拉伯世界最重要的知识分子之一。纳吉布四岁时就被送到私塾学习《古兰经》，接受宗教启蒙教育。1988年他被授予诺贝尔文学奖，他是第一名获诺贝尔文学奖的阿拉伯语作家。获奖理由：“他通过大量刻画入微的作品—洞察一切的现实主义，唤起人们树立雄心—形成了全人类所欣赏的阿拉伯语言艺术”。
纳丁·戈迪默,Nadine，Gordimer,,,,南非,威特沃斯特兰大学,,1923年11月20日,2014年7月13日,作家,,南非斯普林斯,《七月的人民》，《无人伴随我》,,纳丁·戈迪默，南非女作家，主要作品有小说《七月的人民》、《无人伴随我》。1923年，戈迪默生于约翰内斯堡附近一座名叫斯普林斯的矿业小城中。13岁时，戈迪默在约翰内斯堡《星期日快报》儿童版上发表了一篇寓言故事《追求看得见的黄金》，从此开始了笔耕生涯。她的第一个短篇小说集《面对面》出版于1948年，20世纪50年代出版的《蛇的低语》、《六英尺土地》，20世纪60年代出版的《星期五的足迹》和《不宜发表》等短篇小说集都受到了评论界的高度赞扬。这一时期的长篇小说有《缥缈岁月》，《陌生人的世界》，《恋爱时节》，逝去的资产阶级世界》。1970年出版的长篇小说《贵宾》，被评论界看作她前期和后期创作的分界线。20世纪70年代以来戈迪默又先后出版了《自然资源保护论者》，《伯格的女儿》，朱利的族人》，自然变异》，《我儿子的故事》，《无人伴随我》等长篇小说和《利文斯顿的伙伴》， 《士兵的拥抱》，《影影绰绰》，及《跳跃》等短篇小说集。1991年，戈迪默获得诺贝尔文学奖。2014年，戈迪默在家中去世。
阿摩司·奥兹,英语Amos，Oz，希伯来语：עמוס，עוז‎,Amos，Klausner‎,,,以色列,希伯来大学，牛津大学,犹太人,1939年5月4日,2018年12月,作家,,耶路撒冷,《何去何从》，《我的米海尔》，《乡村生活图景》,,阿摩司·奥兹，原名阿摩斯·克劳斯纳，以色列希伯来语作家，以色列本·古里安大学希伯来文学系终身教授。1939年5月4日，阿摩司·奥兹生于英国托管时期的耶路撒冷一户东欧犹太人移民家庭，后在胡尔达基布兹居住并务农，曾作为以色列国防军士兵参加六日战争和赎罪日战争。奥兹的主要作品有《何去何从》、《我的米海尔》、《乡村生活图景》等，曾获法国“费米娜奖”，德国“歌德文化奖”，“以色列国家文学奖”、卡夫卡奖、“阿斯图里亚斯亲王奖”以及诺贝尔文学奖提名等。2018年12月28日，阿摩司·奥兹因患癌症去世，终年79岁。
约瑟夫·布罗茨基,Joseph，Brodsky,,,,美国,,犹太人,1940年5月24日,1996年1月28日,作家,,苏联列宁格勒,《韵文与诗》，《山丘和其他》，《诗集》,,约瑟夫·布罗茨基，俄裔美国诗人，散文家，诺贝尔文学奖获得者。1940年5月24日，布罗茨基生于苏联列宁格勒，1955年开始创作诗歌，1972年被剥夺苏联国籍，驱逐出境，后移居美国，曾任密歇根大学驻校诗人，后在其他大学任访问教授，1977年加入美国籍，1987年获得诺贝尔文学奖。”主要著作有诗集《诗选》、《言论之一部分》、《二十世纪史》、《致乌拉尼亚》、以及散文集《小于一》等。1996年1月28日，布罗茨基在纽约因心脏病突发于睡梦中离世，享年55岁。
威斯坦·休·奥登,Wystan，Hugh，Auden,W.H.奥登,,,美国,牛津大学,英国,1907.2.21,1973.9.29,诗人，编剧，文学评论家,,英国东北部的约克郡,《雄辩家》，《西班牙》，《给拜伦的信》，《迷人的洪水》，《染匠的手》,,威斯坦·休·奥登，英裔美国诗人，是继托马斯·艾略特之后最重要的英语诗人。毕业于牛津大学。30年代崭露头角，成为新一代诗人代表和左翼青年作家领袖。1939年移居美国，后入美国籍并皈依基督教。前期创作多涉及社会和政治题材，后期转向宗教。以能用从古到今各种诗体写作著称。代表作有《西班牙》、《新年书信》、《忧虑的时代》等。
西格里德·温塞特,Sigrid，Undset,,,,挪威,,,1882年5月20日,1949年6月10日,小说家,,,《新娘·主人·十字架》,,西格里德·温塞特，是一位挪威女小说家。1928年诺贝尔文学奖获得者。她最著名的作品是描述中世纪斯堪的纳维亚生活的现代主义长篇小说──《新娘·主人·十字架》三部曲。获奖理由是：“主要是由于她对中世纪北国生活之有力描绘”。
托马斯·斯特尔那斯·艾略特,Thomas，Stearns，Eliot,,,,英国,,,1888年9月26日,1965年1月4日,诗人，文学评论家，剧作家,,美国密苏里州圣路易斯,《荒原》，《四个四重奏》,,托马斯·斯特尔那斯·艾略特，英国诗人、剧作家和文学批评家，诗歌现代派运动领袖。出生于美国密苏里州的圣路易斯。代表作品有《荒原》、《四个四重奏》等。艾略特曾在哈佛大学学习哲学和比较文学，接触过梵文和东方文化，对黑格尔派的哲学家颇感兴趣，也曾受到法国象征主义文学的影响。1914年，艾略特结识了美国诗人庞德。第一次世界大战爆发后，他来到英国，并定居伦敦，先后做过教师和银行职员等。1922年发表的《荒原》为他赢得了国际声誉，被评论界看作是二十世纪最有影响力的一部诗作，被认为是英美现代诗歌的里程碑。1927年，艾略特加入英国国籍。1943年结集出版的《四个四重奏》使他获得了1948年度诺贝尔文学奖。晚年致力于诗剧创作。1965年艾略特在伦敦逝世。
萨缪尔·约瑟夫·阿格农,Shmuel，Yosef，Agnon，שמואל，יוסף，עגנון,恰兹克斯,,,以色列,,犹太人,1888年7月17日,1970年2月17日,作家,,加利西亚巴哈奇,《但愿斜坡变平原》，《婚礼的华盖》，《行为之书》,,萨缪尔·约瑟夫·阿格农，也译作撒母尔·约瑟夫·阿格农或施姆尔·约瑟夫·阿格农，以色列作家，希伯来文小说家。1888年7月16日，萨缪尔·约瑟夫·阿格农出生在加利西亚巴哈奇小镇，1908年发表第一篇短篇小说，1910年搬至耶路撒冷。其主要作品有《但愿斜坡变平原》、《婚礼的华盖》、《行为之书》等，曾获得1966年诺贝尔文学奖和以色列奖等多个奖项。1970年2月17日，阿格农在特拉维夫病逝，终年82岁。
詹姆斯·乔伊斯,James，Augustine，Aloysius，Joyce,,,,爱尔兰,,,1882年2月2日,1941年1月13日,作家，诗人,,爱尔兰，都柏林,《尤利西斯》，《芬尼根的守灵夜》,,詹姆斯·乔伊斯，爱尔兰作家、诗人，二十世纪最伟大的作家之一，后现代文学的奠基者之一，其作品及“意识流”思想对世界文坛影响巨大。1920年起定居巴黎。其一生颠沛流离，辗转于欧洲各地，靠教授英语和写作糊口，晚年饱受眼疾之痛，几近失明。其作品结构复杂，用语奇特，极富独创性。主要作品是短篇小说集《都柏林人》描写下层市民的日常生活，显示社会环境对人的理想和希望的毁灭。自传体小说《青年艺术家的自画像》以大量内心独白描述人物心理及其周围世界。代表作长篇小说《尤利西斯》表现现代社会中人的孤独与悲观。后期作品长篇小说《芬尼根的守灵夜》借用梦境表达对人类的存在和命运的终极思考，语言极为晦涩难懂。
