本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
张耒,,,字文潜，号柯山，人称宛丘先生，张右史,北宋,,,汉,1054,1114,,,亳州谯县,《少年游》，《风流子》，《柯山集》，《宛邱集》，《柯山诗余》,,张耒，字文潜，号柯山，人称宛丘先生、张右史。生于北宋至和元年，殁于政和四年，享年六十一岁。他是宋神宗熙宁进士，历任临淮主簿、著作郎、史馆检讨。哲宗绍圣初，以直龙阁知润州。宋徽宗初，召为太常少卿。苏门四学士之一。“苏门四学士”中辞世最晚而受唐音影响最深的作家。诗学白居易、张籍，平易舒坦，不尚雕琢，但常失之粗疏草率；其词流传很少，语言香浓婉约，风格与柳永、秦观相近。代表作有《少年游》、《风流子》等。《少年游》写闺情离思，那娇羞少女的情态跃然纸上，让人羡煞爱煞，那份温情美妙真是有点“浓得化不开”。著有《柯山集》、《宛邱集》。词有《柯山诗余》，赵万里辑本。后被指为元佑党人，数遭贬谪，晚居陈州。
徐俯,,东湖居士,师川,宋代,,,,1075年,1141年,官员,,,,,徐俯宋代官员，江西派著名诗人之一。字师川，自号东湖居士，原籍洪州分宁人，后迁居德兴天门村。徐禧之子，黄庭坚之甥。因父死于国事，授通直郎，累官右谏议大夫。绍兴二年，赐进士出身。三年，迁翰林学士，擢端明殿学士，签书枢密院事，官至参知政事。后以事提举洞霄宫。工诗词，著有《东湖集》，不传。
孙光宪,,,孟文,,中国,,,901年,968年,,,,,,孙光宪，字孟文，自号葆光子，属鸡，出生在陵州贵平。仕南平三世，累官荆南节度副使、朝议郎、检校秘书少监，试御史中丞。入宋，为黄州刺史。太祖乾德六年卒。《宋史》卷四八三、《十国春秋》卷一○二有传。孙光宪“性嗜经籍，聚书凡数千卷。或手自钞写，孜孜校雠，老而不废”。著有《北梦琐言》、《荆台集》、《橘斋集》等，仅《北梦琐言》传世。词存八十四首，风格与“花间”的浮艳、绮靡有所不同。刘毓盘辑入《唐五代宋辽金元名家词集六十种》中，又有王国维缉《孙中丞词》一卷。
顾夐,,,字琼之,五代,,,,,,,,,,,顾敻，五代词人。生卒年、籍贯及字号均不详。前蜀王建通正时，以小臣给事内廷，见秃鹫翔摩诃池上，作诗刺之，几遭不测之祸。后擢茂州刺史。入后蜀，累官至太尉。顾夐能诗善词。 《花间集》收其词55首，全部写男女艳情。
戴复古,,,字式之，号石屏，石屏樵隐,南宋,,,汉族,1167年,约1248年,诗人,,天台黄岩,《江阴浮远堂》，《江村晚眺》，《淮村兵后》,,戴复古，字式之，常居南塘石屏山，故自号石屏、石屏樵隐，天台黄岩人，南宋著名江湖诗派诗人。曾从陆游学诗，作品受晚唐诗风影响，兼具江西诗派风格。部分作品抒发爱国思想，反映人民疾苦，具有现实意义。晚年总结诗歌创作经验，以诗体写成《论诗十绝》。一生不仕，浪游江湖，后归家隐居，卒年八十余。著有《石屏诗集》、《石屏词》、《石屏新语》。
曾觌,,,纯甫,宋朝,,,,1109,1180,,,汴京,《春光好》，《定风波》，《西江月》,,曾觌 字纯甫，号海野老农，汴京人。高宗绍兴三十年，以寄班祗候与龙大渊同为建王内知客。孝宗受禅，以潜邸旧人权知阁门事。与龙大渊朋比为奸，恃宠干政，广收贿赂，权势颇盛。出为福建、浙东总管。乾道七年，迁承宣使、节度使。淳熙元年，除开府仪同三司。七年卒，年七十二。《宋史》卷四七零有传。今录诗二首。其词语言婉丽，风格柔媚。
康与之,,,字伯可号顺庵,宋,,,,1158年,1158年,,,洛阳,《卜算子》，《玉楼春令》，《长相思》,,康与之字伯可，号顺庵，洛阳人，居滑州。生平未详。陶安世序其词，引与之自言：“昔在洛下，受经传于晁四丈以道，受书法于陈二丈叔易。”建炎初，高宗驻扬州，与之上《中兴十策》，名振一时。秦桧当国，附桧求进，为桧门下十客之一，监尚书六部门，专应制为歌词。绍兴十七年，擢军器监，出为福建安抚司主管机宜文字。桧死，除名编管钦州。二十八年，移雷州，再移新州牢城，卒。
李重元,,,,,,,,1122年,,,,,《忆王孙》,,李重元，生卒年不详，约1122前后在世。南宋黄升编《花庵词选》，及《全宋词》收其《忆王孙》词4首，分咏春、夏、秋、冬四季。《婉约词》中收2首 。
司马承祯,,正一先生,白云子,唐代,,,汉族,公元639年,公元735年开元二十三年,,,河内温县,《形神版坐忘论》，《天隐子序》，《服气精义论》,,司马承祯，字子微，法号道隐，自号白云子，人称白云先生，河内温县人，今属河南温县。晋宣帝司马懿之弟司马馗的后人。道教上清派第十二代宗师。少时笃学好道，无心做官。拜师嵩山道士潘师正，得受上清经法、符箓、导引、服饵等道术，隐居天台山玉霄峰。因个人文学修养极深，司马承祯与陈子昂、卢藏用、宋之问、王适、毕构、李白、孟浩然、王维、贺知章称为仙宗十友。
卢藏用,,,子潜,唐,,,,约664,约713,唐代诗人,,幽州范阳,,,卢藏用，字子潜，唐代诗人，幽州范阳人。刑部尚书卢承庆侄孙、魏州司马卢璥之子。卢藏用少以文辞才学著称，举进士，不得调，与兄征明偕隐终南山。长安中召授左拾遗，神龙中，为礼部侍郎，兼昭文馆学士。以托附太平公主，流放岭南。与陈子昂友善，曾编辑《陈伯玉文集》赞子昂“卓立千古，横制颓波，天下翕然，质文一变”。是陈子昂诗文变革的积极支持者。能属文，工草隶、大小篆、八分。书则幼尚孙草，晚师逸少，八分有规矩之法。有文集三十卷，《全唐诗》录存其诗八首。《唐书本传、书断》与陈子昂、司马承祯、宋之问、王适、毕构、李白、孟浩然、王维、贺知章称为仙宗十友。
毕构,,,字隆择,唐代,,,唐人,716年,716年,,,河南偃师,,父亲：毕憬,毕构，字隆择，河南偃师人。父亲毕憬，武则天时为司卫少卿。毕构年少时便中进士。神龙元年升任中书舍人。唐睿宗时任吏部尚书、广州都督。景云元年历任陕州刺史、益州大都督府长史兼充剑南道按察使，所任均有治绩，曾受睿宗玺书嘉奖，后任御史大夫、封魏县男。唐玄宗时官至河南尹、户部尚书。去世后追赠黄门监，谥曰景。与陆余庆、 赵贞固、卢藏用、陈子昂、杜审言、宋之问、郭袭微、司马承祯、释怀一，于光宅元年至垂拱元年常郊游于嵩山、洛阳等地，被时人称为“方外十友”。五代末宋初石恪又将其与司马承祯、李白、陈子昂、王维、宋之问、孟浩然、王适、卢藏用、贺知章并成为“仙宗十友”。所作文章皆已散佚，今无作品传世。
关汉卿,,关已斋，关一斋，已斋叟,,,中国,,汉族,金末,期间,元代著名戏曲作家,,解州,《窦娥冤》，《救风尘》，《拜月亭》,好友：珠帘秀,关汉卿，”汉卿“是字，号已斋， 汉族，解州人， 另有籍贯大都和 祁州等说。 元杂剧奠基人，  “元曲四大家”之首，与白朴、马致远、郑光祖并称为“元曲四大家”。以杂剧的成就最大，今知有67部，现存18部，个别作品是否为他所作，无定论，最著名的是《窦娥冤》。关汉卿也写了不少历史剧，如《单刀会》、《单鞭夺槊》、《西蜀梦》等；散曲今存小令40多首、套数10多首。关汉卿塑造的“我是个蒸不烂、煮不熟、捶不匾、炒不爆、响珰珰一粒铜豌豆”的形象也广为人称，被誉为“曲圣”。
马致远,,马神仙,号东篱，字千里,元朝,,,汉人,约1250年,约1321至1324之间,,,大都,《陈抟高卧》，《天净沙·秋思》，《汉宫秋》,,马致远，字千里，晚号东篱，大都人，原籍河北省东光县马祠堂村，著名戏曲家、杂剧家，被后人誉为“马神仙”，还有“曲状元”之称，与关汉卿、郑光祖、白朴并称“元曲四大家”，作品《天净沙·秋思》被称为秋思之祖。他在年轻时写诗曾献上龙楼，热衷过进取功名，但未能实现。马致远与关汉卿、白朴相近而稍晚，青年时期仕途坎坷，晚年不满时政，隐居田园，以衔杯击缶自娱，病逝于泰定元年以后，死后葬于祖茔。马致远所作杂剧今知有15种，《汉宫秋》是其代表作，散曲120多首，有辑本《东篱乐府》。
郑光祖,,郑德辉,,,元朝,,汉族,元世祖至元初年,不详,杂剧作家，散曲作家,,平阳襄陵,《迷青琐倩女离魂》，《虎牢关三战吕布》，《倩女离魂》,,郑光祖，字德辉，汉族，元代著名的杂剧家和散曲家，平阳襄陵人。郑光祖从小就受到戏剧艺术的熏陶，青年时期置身于杂剧活动，享有盛誉。但他做过杭州的小吏，主要活动在南方，成为南方戏剧圈中的巨擘。所作杂剧在当时“名闻天下，声振闺阁”。元·周德清在《中原音韵》中激赏郑光祖的文词，将他与关汉卿、马致远、白朴并列，后人合称为“元曲四大家”。所作杂剧可考者十八种，现存《周公摄政》、《王粲登楼》、《翰林风月》、《倩女离魂》、《无塩破连环》、《伊尹扶汤》、《老君堂》、《三战吕布》等八种。其中，《倩女离魂》最著名，后三种被质疑并非郑光祖作品。除杂剧外，郑光祖写散曲，有小令六首、套数二套流传。
白朴,,白恒,字仁甫，后改字太素，号兰谷,元朝,,,汉族,公元1226年,约公元1306年,戏曲作家,,,《梧桐雨》，《墙头马上》，《东墙记》，《天净沙·秋》,,白朴， 原名恒，字仁甫，后改名朴，字太素，号兰谷。汉族，祖籍隩州，汴梁人，晚岁寓居金陵，终身未仕。他是元代著名的杂剧作家，与关汉卿、马致远、郑光祖并称为“元曲四大作家”。代表作主要有《唐明皇秋夜梧桐雨》《裴少俊墙头马上》《董秀英花月东墙记》《天净沙·秋》等。
施耐庵,Naian，Shi,施彦端,,,中国,,汉族,元贞二年,洪武三年,小说家,,江苏泰州兴化白驹镇,《水浒传》,领导：张士诚,施耐庵，原名彦端，字肇瑞，号子安，别号耐庵。江苏兴化人，祖籍苏州，舟人之子，生于兴化新垛镇，13岁入私塾，19岁中秀才，29岁中举人，36岁中进士。36岁至40岁之间官钱塘二载，后与当道不合，复归苏州。至正十六年六十岁，张士诚据苏，征聘不应；与张士诚部将卞元亨相友善，后流寓江阴，在祝塘镇教书。71岁或72岁迁兴化，族迁白驹场、施家桥。朱元璋屡征不应；最后居淮安卒，终年74岁。著作是四大名著之一的《水浒传》。
罗贯中,,湖海散人，罗本,,,元末明初,,汉族,约1330,约1400,小说家,,山西太原府,《三国演义》,领导：张士诚,罗贯中，名本，字贯中，号湖海散人，元末明初小说家，《三国志通俗演义》的作者。山西并州太原府人，其它主要作品有小说：《隋唐两朝志传》、《残唐五代史演义》、《三遂平妖传》、《水浒全传》。《三国志通俗演义》是罗贯中的力作，这部长篇小说对后世文学创作影响深远。除小说创作外，尚存杂剧《宋太祖龙虎风云会》。
吴承恩,,高甸吴氏,字汝忠，号射阳山人,明朝,,,汉族,1506年,约1583年,,,淮安府山阳县,《西游记》，《射阳集》，《春秋列传序》,,"吴承恩，字汝忠，号射阳山人。汉族，淮安府山阳县人。祖籍安徽 ，以祖先聚居枞阳高甸，故称高甸吴氏。现存明刊百回本《西游记》均无作者署名，提出《西游记》作者是吴承恩的首先是清代学者吴玉搢，吴玉搢在《山阳志遗》中介绍吴承恩：“嘉靖中,吴贡生承恩,字汝忠,号射阳山人,吾淮才士也”，“及阅《淮贤文目》，载《西游记》为先生著”。吴承恩自幼敏慧，博览群书，尤喜爱神话故事。在科举中屡遭挫折，嘉靖中补贡生。嘉靖四十五年任浙江长兴县丞。殊途由于宦途困顿，晚年绝意仕进，闭门著书。2004年，江苏省淮安市淮安区政府决定在山上茶庵处建立了吴承恩纪念馆和在山下山门处建树其石雕座像，用来纪念他。"
曹雪芹,,曹霑,字梦阮，号雪芹，又号芹溪，芹圃,清朝,,,,约1715年5月28日,约1763年2月12日,,,江宁,《红楼梦》,"爷爷：曹寅
好友：张宜泉，爱新觉罗·敦诚",曹雪芹，名沾，字梦阮，号雪芹，又号芹溪、芹圃，中国古典名著《红楼梦》作者，祖籍辽宁铁岭，生于江宁，曹雪芹出身清代内务府正白旗包衣世家，他是江宁织造曹寅之孙，曹顒之子。曹雪芹早年在南京江宁织造府亲历了一段锦衣纨绔、富贵风流的生活。曾祖父曹玺任江宁织造；曾祖母孙氏做过康熙帝的保姆；祖父曹寅做过康熙帝的伴读和御前侍卫，后任江宁织造，兼任两淮巡盐监察御使，极受康熙宠信。雍正六年，曹家因亏空获罪被抄家，曹雪芹随家人迁回北京老宅。后又移居北京西郊，靠卖字画和朋友救济为生。曹家从此一蹶不振，日渐衰微。经历了生活中的重大转折，曹雪芹深感世态炎凉，对封建社会有了更清醒、更深刻的认识。他蔑视权贵，远离官场，过着贫困如洗的艰难日子。曹雪芹素性放达，爱好广泛，对金石、诗书、绘画、园林、中医、织补、工艺、饮食等均有所研究。他以坚韧不拔的毅力，历经多年艰辛，终于创作出极具思想性、艺术性的伟大作品——《红楼梦》。晚年，曹雪芹移居北京西郊。生活更加穷苦，“满径蓬蒿”，“举家食粥酒常赊”。乾隆二十七年，幼子夭亡，他陷于过度的忧伤和悲痛，卧床不起。乾隆二十八年除夕，因贫病无医而逝。关于曹雪芹逝世的年份，另有乾隆二十九年除夕、甲申初春之说。
左丘明,,鲁君子,,,中国,,,约前502,约前422,史学家，文学家，散文家，政治家,,春秋末期鲁国都君庄,《左氏春秋》，《国语》,,左丘明，都君人，姓丘，名明，因其父任左史官，故称左丘明氏较为可靠，旁系左氏有待商酌）东周春秋末期鲁国都君庄人。春秋末期史学家、文学家、思想家、散文家、军事家。与孔子同时或者比孔子年龄略长些。曾任鲁国史官，为解析《春秋》而作《左传》，又作《国语》，作《国语》时已双目失明，两书记录了不少西周、春秋的重要史事，保存了具有很高价值的原始资料。由于史料详实，文笔生动，引起了古今中外学者的爱好和研讨。被誉为“文宗史圣”、“经臣史祖”，孔子、司马迁均尊左丘明为“君子”。历代帝王多有敕封：唐封经师；宋封瑕丘伯和中都伯；明封先儒和先贤。山东肥城建有丘明中学以纪念左丘明。左丘明是中国传统史学的创始人。史学界推左丘明为中国史学的开山鼻祖。被誉为“百家文字之宗、万世古文之祖”。左丘明的思想是儒家思想，在当时较多地反映了人民的利益和要求。
司马迁,,司马子长,,,西汉,,,前145年,不可考,史学家，文学家,太史令,龙门,《史记》，《报任少卿书》,老师：伏生，董仲舒,司马迁，字子长，夏阳人。西汉史学家、散文家。司马谈之子，任太史令，因替李陵败降之事辩解而受宫刑，后任中书令。发奋继续完成所著史籍，被后世尊称为史迁、太史公、历史之父。司马迁早年受学于孔安国、董仲舒，漫游各地，了解风俗，采集传闻。初任郎中，奉使西南。元封三年任太史令，继承父业，著述历史。他以其“究天人之际，通古今之变，成一家之言”的史识创作了中国第一部纪传体通史《史记》。被公认为是中国史书的典范，该书记载了从上古传说中的黄帝时期，到汉武帝元狩元年，长达3000多年的历史，是“二十五史”之首，被鲁迅誉为“史家之绝唱，无韵之离骚”。
陈寿,,陈承祚,字承祚,三国→西晋,,,汉人,公元233年,公元297年,,长广太守，太子中庶子,巴西郡安汉县,《三国志》，《古国志》，《益都耆旧传》,,陈寿，字承祚。巴西郡安汉县人。三国时蜀汉及西晋时著名史学家。陈寿少时好学，师事同郡学者谯周，在蜀汉时曾任卫将军主簿、东观秘书郎、观阁令史、散骑黄门侍郎等职。当时，宦官黄皓专权，大臣都曲意附从。陈寿因为不肯屈从黄皓，所以屡遭遣黜。蜀降晋后，历任著作郎、长广太守、治书待御史、太子中庶子等职。晚年多次被贬，屡次受人非议。元康七年病逝，年六十五。太康元年，晋灭吴结束了分裂局面后，陈寿历经十年艰辛，完成了纪传体史学巨著《三国志》。此书完整地记叙了自汉末至晋初近百年间中国由分裂走向统一的历史全貌，与《史记》、《汉书》、《后汉书》并称“前四史”。概述图片来源：
司马光,,司马温公，涑水先生，司马文正,字公实，君实，号迂夫，晚号迂叟,北宋,,,汉族,1019年11月17日,1086年10月11日,,尚书左仆射，兼门下侍郎,,《资治通鉴》，《温国文正司马公文集》,,司马光，字君实，号迂叟，陕州夏县涑水乡人，世称涑水先生。北宋政治家、史学家、文学家，自称西晋安平献王司马孚之后代。宋仁宗宝元元年，进士及第，累迁龙图阁直学士。宋神宗时，反对王安石变法，离开朝廷十五年，主持编纂了中国历史上第一部编年体通史《资治通鉴》。历仕仁宗、英宗、神宗、哲宗四朝，官至尚书左仆射兼门下侍郎。元祐元年，去世，追赠太师、温国公，谥号文正。名列“元祐党人”，配享宋哲宗庙廷，图形昭勋阁；从祀于孔庙，称“先儒司马子”；从祀历代帝王庙。为人温良谦恭、刚正不阿；做事用功，刻苦勤奋。以“日力不足，继之以夜”自诩，堪称儒学教化下的典范。生平著作甚多，主要《温国文正司马公文集》、《稽古录》、《涑水记闻》、《潜虚》等。
范晔,,,字蔚宗,南朝·宋,,,汉人,398年,445年,,,顺阳,《后汉书》，《狱中与诸甥侄书》,,范晔，字蔚宗，顺阳人，安北将军范汪曾孙、豫章太守范宁之孙、侍中范泰之子。南朝宋官员、史学家、文学家。范晔出身士族家庭，元熙二年，刘裕代晋称帝，范晔应招出仕，任彭城王刘义康门下冠军将军、秘书丞；元嘉九年，因得罪刘义康，被贬为宣城太守，于任内著写《后汉书》。元嘉十七年，范晔投靠始兴王刘浚，历任后军长史、南下邳太守、左卫将军、太子詹事。元嘉二十二年，因参与孔熙先、彭城王刘义康的政变阴谋，事败被处斩，死时年48岁。范晔才华横溢，史学成就突出，其《后汉书》博采众书，结构严谨、属词丽密，与《史记》《汉书》《三国志》并称“前四史”。
蒲松龄,,世称聊斋先生,字留仙，一字剑臣，号柳泉居士,清代,,,汉族,1640年6月5日,1715年2月25日,,,山东淄博,《聊斋志异》，《狼》，《山市》,,蒲松龄，字留仙，一字剑臣，别号柳泉居士，世称聊斋先生，自称异史氏。现山东省淄博市淄川区洪山镇蒲家庄人。蒲松龄出生于一个逐渐败落的中小地主兼商人家庭。19岁应童子试，接连考取县、府、道三个第一，名震一时。补博士弟子员。以后屡试不第，直至71岁时才成岁贡生。为生活所迫，他除了应同邑人宝应县知县孙蕙之请，为其做幕宾数年之外，主要是在本县西铺村毕际友家做塾师，舌耕笔耘近42年，直至康熙三十八年方撤帐归家。他毕生精力完成《聊斋志异》8 卷、491篇，约40余万字。内容丰富多彩，故事多采自民间传说和野史轶闻，将花妖狐魅和幽冥世界的事物人格化、社会化，充分表达了作者的爱憎感情和美好理想。被誉为中国古代文言短篇小说中成就最高的作品集。郭沫若曾这样评价：“写鬼写妖高人一等，刺贪刺虐入骨三分”。康熙四十四年正月病逝，享年76岁。除《聊斋志异》外，蒲松龄还有大量诗文、戏剧、俚曲以及有关农业、医药方面的著述存世，总近200万言。
袁枚,,,字子才，号简斋,清代,,,汉人,1716年3月25日,1798年1月3日,,,钱塘,《小仓山房诗文集》，《随园诗话》，《随园食单》，《子不语》,,袁枚，字子才，号简斋，晚年自号仓山居士、随园主人、随园老人。钱塘人，祖籍浙江慈溪。清朝乾嘉时期代表诗人、散文家、文学评论家和美食家。乾隆四年进士，授翰林院庶吉士。乾隆七年外调江苏，先后于溧水、江宁、江浦、沭阳任县令七年，为官政治勤政颇有名声，奈仕途不顺，无意吏禄；乾隆十四年辞官隐居于南京小仓山随园，吟咏其中，广收诗弟子，女弟子尤众。嘉庆二年，袁枚去世，享年82岁，去世后葬在南京百步坡，世称“随园先生”。袁枚倡导“性灵说”，与赵翼、蒋士铨合称为“乾嘉三大家”，又与赵翼、张问陶并称“性灵派三大家”，为“清代骈文八大家”之一。文笔与大学士直隶纪昀齐名，时称“南袁北纪”。主要传世的著作有《小仓山房文集》、《随园诗话》及《补遗》，《随园食单》、《子不语》、《续子不语》等。散文代表作《祭妹文》，哀婉真挚，流传久远，古文论者将其与唐代韩愈的《祭十二郎文》并提。
沈复,,沈三白,字三白，号梅逸,清朝,,,汉族,1763年,1832年,,,长洲，今江苏苏州,《浮生六记》,妻子：芸娘,沈复 ，字三白，号梅逸，长洲，清代杰出的文学家。清乾隆二十八年出生于姑苏城南沧浪亭畔士族文人之家。没有参加过科举考试，曾以卖画维持生计，十九岁入幕，此后四十余年流转于全国各地。后到苏州从事酒业。他与妻子陈芸感情甚好，因遭家庭变故，夫妻曾旅居外地，历经坎坷。妻子死后，他去四川充当幕僚，此后情况不明。著有自传体作品《浮生六记》六卷，影响甚大，1936年林语堂曾将这部作品译成英文在国外出版。
李渔,,李仙侣，李谪凡，李笠翁，觉世稗官，笠道人，湖上笠翁,,,中国,,汉族,公元1611年9月13日,公元1680年2月12日,文学家，戏剧家，戏剧理论家，美学家,,南直隶雉皋,《闲情偶寄》，《笠翁十种曲》，《无声戏》，《十二楼》，《笠翁对韵》，《肉蒲团》,,李渔，初名仙侣，后改名渔，字谪凡，号笠翁。汉族，信奉道教，是道教徒。对于道教衰落，佛教兴盛多有不满。浙江金华府兰溪县夏李村人，生于南直隶雉皋。明末清初文学家、戏剧家、戏剧理论家、美学家。顺治八年，41岁的李渔搬家去杭州，后移家金陵，筑金陵“芥子园”别业，并开设书铺，编刻图籍，广交达官贵人、文坛名流。康熙十六年，复归杭州，在杭州云居山东麓修筑“层园”。李渔自幼聪颖，素有才子之誉，世称“李十郎”，曾家设戏班，至各地演出，从而积累了丰富的戏曲创作、演出经验，提出了较为完善的戏剧理论体系，被后世誉为“中国戏剧理论始祖”、“世界喜剧大师”、“东方莎士比亚”，是休闲文化的倡导者、文化产业的先行者，被列入世界文化名人之一。一生著述丰富，著有《闲情偶寄》、《笠翁十种曲》、《无声戏》、《十二楼》、《笠翁一家言》等五百多万字。还批阅《三国志》，改定《金瓶梅》，倡编《芥子园画谱》等，是中国文化史上不可多得的一位艺术天才。
李彦章,,,字兰卿,,,,,,,,,福建侯官,《榕园楹贴》,,李彦章，字兰卿。福建侯官人。嘉庆进士。曾在苏州和广西思恩为官，有惠政。他娴诗工书，精鉴藏，擅楹对，为宣南诗社成员。联作以名胜题咏为主。有《榕园楹贴》传世。
苏洵,,,字明允，自号老泉,北宋,,,汉族,1009年5月22日,1066年5月21日,官吏,,眉州眉山,《权书》，《衡论》，《嘉祐集》,"儿子：苏轼
父亲：苏序
好友：欧阳修",苏洵，字明允，自号老泉，汉族，眉州眉山人。北宋文学家，与其子苏轼、苏辙并以文学著称于世，世称“三苏”，均被列入“唐宋八大家”。苏洵擅长于散文，尤其擅长政论，议论明畅，笔势雄健，著有《嘉祐集》二十卷，及《谥法》三卷，均与《宋史本传》并传于世。
苏辙,,苏文定，苏颍滨，苏黄门，小苏,字子由，一字同叔，号颍滨遗老,北宋,,,汉族,1039年3月18日,1112年10月25日,,门下侍郎，尚书右丞,眉州眉山,《栾城集》，《诗集传》，《龙川略志》，《论语拾遗》，《古史》,哥哥：苏轼,苏辙，字子由，一字同叔，晚号颍滨遗老。眉州眉山人。北宋文学家、宰相，“唐宋八大家”之一。嘉祐二年，苏辙登进士第，初授试秘书省校书郎、商州军事推官。宋神宗时，因反对王安石变法，出为河南留守推官。此后随张方平、文彦博等人历职地方。宋哲宗即位后，入朝历官右司谏、御史中丞、尚书右丞、门下侍郎等职，因上书谏事而被落职知汝州，此后连贬数处。宰相蔡京掌权时，再降朝请大夫，遂以太中大夫致仕，筑室于许州。政和二年，苏辙去世，年七十四，追复端明殿学士、宣奉大夫。宋高宗时累赠太师、魏国公，宋孝宗时追谥“文定”。苏辙与父亲苏洵、兄长苏轼齐名，合称“三苏”。其生平学问深受其父兄影响，以散文著称，擅长政论和史论，苏轼称其散文“汪洋澹泊，有一唱三叹之声，而其秀杰之气终不可没”。其诗力图追步苏轼，风格淳朴无华，文采少逊。苏辙亦善书，其书法潇洒自如，工整有序。著有《栾城集》等行于世。概述内图片来源：
曾巩,,南丰先生,字子固,北宋,,,汉族,公元1019年9月30日,公元1083年4月30日,,,江西南丰,《元丰类稿》，《隆平集》,"妹夫：王无咎
好友：欧阳修，潘兴嗣",曾巩，字子固，汉族，建昌军南丰人，后居临川，北宋文学家、史学家、政治家。曾巩祖父曾致尧、父亲曾易占皆为北宋名臣。曾巩天资聪慧，记忆力超群，幼时读诗书，脱口能吟诵，年十二即能为文。嘉祐二年，进士及第，任太平州司法参军，以明习律令，量刑适当而闻名。熙宁二年，任《宋英宗实录》检讨，不久被外放越州通判。熙宁五年后，历任齐州、襄州、洪州、福州、明州、亳州、沧州等知州。元丰四年，以史学才能被委任史官修撰，管勾编修院，判太常寺兼礼仪事。元丰六年，卒于江宁府，追谥为“文定”。曾巩为政廉洁奉公，勤于政事，关心民生疾苦，与曾肇、曾布、曾纡、曾纮、曾协、曾敦并称“南丰七曾”。曾巩文学成就突出，其文“古雅、平正、冲和”，位列唐宋八大家，世称“南丰先生”。
纳兰性德,,纳兰成德,字容若，号楞伽山人,清朝,,,满族,1655年1月19日,1685年7月1日,,,北京,《通志堂经解》，《侧帽集》，《饮水集》，《渌水亭杂识》,父亲：纳兰明珠,纳兰性德，叶赫那拉氏，字容若，号楞伽山人，满洲正黄旗人，清朝初年词人，原名纳兰成德，一度因避讳太子保成而改名纳兰性德。大学士明珠长子，其母为英亲王阿济格第五女爱新觉罗氏。纳兰性德自幼饱读诗书，文武兼修，十七岁入国子监，被祭酒徐元文赏识。十八岁考中举人，次年成为贡士。康熙十二年因病错过殿试。康熙十五年补殿试，考中第二甲第七名，赐进士出身。纳兰性德曾拜徐乾学为师。他于两年中主持编纂了一部儒学汇编——《通志堂经解》，深受康熙皇帝赏识，为今后发展奠定基础。纳兰性德于康熙二十四年五月三十日溘然而逝，年仅三十岁。纳兰性德的词以“真”取胜，写景逼真传神，词风“清丽婉约，哀感顽艳，格高韵远，独具特色“。著有《通志堂集》、《侧帽集》、《饮水词》等。
孟郊,,贞曜先生，诗囚,字东野,唐代,,,汉族,公元751年,公元814年,,,浙江德清,《游子吟》，《登科后》,,孟郊，字东野，唐代著名诗人。湖州武康人，祖籍平昌。先世居洛阳，后隐居嵩山。孟郊两试进士不第，四十六岁时才中进士，曾任溧阳县尉。由于不能舒展他的抱负，遂放迹林泉间，徘徊赋诗。以至公务多废，县令乃以假尉代之。后因河南尹郑余庆之荐，任职河南，晚年生活多在洛阳度过。唐宪宗元和九年，郑余庆再度招他往兴元府任参军，乃偕妻往赴，行至阌乡县，暴疾而卒，葬洛阳东。张籍私谥为”贞曜先生“。孟郊工诗。因其诗作多写世态炎凉，民间苦难，故有“诗囚”之称，与贾岛并称“郊寒岛瘦”。孟诗现存500多首，以短篇五古最多。今传本《孟东野诗集》10卷。
贾岛,JiaDao,贾阆仙，贾瘦岛，贾神仙，诗奴,,,唐朝,,汉族,公元779年,公元843年8月27日,诗人,,范阳县,《长江集》，《诗格》，《病蝉》，《唐诗纪事》,,贾岛，唐代诗人，字阆仙，人称“诗奴”，与孟郊共称“郊寒岛瘦”，汉族，唐朝河北道幽州范阳县人。自号“碣石山人”。据说在长安的时候因当时有命令禁止和尚午后外出，贾岛作诗发牢骚，被韩愈发现才华，并成为“苦吟诗人”。后来受教于韩愈，并还俗参加科举，但累举不中第。唐文宗的时候被排挤，贬做遂州长江县主簿。唐武宗会昌年初由普州司仓参军改任司户，未任病逝。有诗文集《长江集》。
